Target_gene	Vulnerability_gene	Length_of_shortest_path	Number_of_shortest_paths	TVIS_score	DGIdb_interaction_score
PRKDC	COX5B	3	475	1.4426224498879308e-06	8.12
PRKDC	SLK	2	41	0.0004748592132461409	8.12
PRKDC	OR2B6	3	1212	9.157559897045505e-07	8.12
PRKDC	MAP2K7	2	20	1.4516720849312612e-05	8.12
PRKDC	PPARA	2	2	2.6544491221736753e-06	8.12
PRKDC	STX16	4	16335	7.240598186435046e-07	8.12
PRKDC	KRT18	3	4157	1.1914266791314406e-05	8.12
PRKDC	PDGFA	2	32	2.1892739523994962e-05	8.12
PRKDC	ROR1	2	13	4.297793146627028e-05	8.12
PRKDC	HSD17B3	3	6	3.2673146651240844e-07	8.12
PRKDC	AP1G2	3	89	7.67390745164879e-07	8.12
PRKDC	HERC2	2	19	0.00018079491285784524	8.12
PRKDC	RNA5S16	3	88	2.2764102017475212e-07	8.12
PRKDC	SELL	3	703	4.317180558209744e-06	8.12
PRKDC	SPATA2L	3	2433	1.0014938830860991e-05	8.12
PRKDC	GNPAT	3	188	7.642903341446759e-07	8.12
PRKDC	IRAK2	2	4	1.934050834710378e-05	8.12
PRKDC	UCP1	2	4	1.0018146307802118e-05	8.12
PRKDC	PFKM	2	8	1.4564266501402718e-05	8.12
PRKDC	KIR2DL1	2	43	0.00015863098251210687	8.12
PRKDC	ZCCHC7	3	50	7.018458454397713e-07	8.12
PRKDC	GNB5	2	25	1.7660525075691985e-05	8.12
PRKDC	PRPF38B	3	116	5.984462880709621e-07	8.12
PRKDC	UGT2B17	3	69	4.948996336918375e-07	8.12
PRKDC	COL1A1	2	21	2.2611060844741362e-05	8.12
PRKDC	RXRG	2	13	2.808022192844286e-05	8.12
PRKDC	BTRC	2	84	0.00017019256418636784	8.12
PRKDC	RAMP3	3	2919	8.347364723148506e-06	8.12
PRKDC	CYFIP2	3	4346	4.765042121294227e-06	8.12
PRKDC	CTPS1	3	46	1.3829853143693172e-06	8.12
PRKDC	CTSO	2	5	1.46441471937037e-05	8.12
PRKDC	HNRNPA1	3	116	5.984462880709621e-07	8.12
PRKDC	NUP98	3	202	7.219685907510985e-07	8.12
PRKDC	PRPS2	3	679	2.6528767379854786e-06	8.12
PRKDC	GPR161	2	4	3.952971363759631e-05	8.12
PRKDC	OR8U1	3	1212	9.157559897045505e-07	8.12
PRKDC	GALT	2	3	9.268503684471957e-06	8.12
PRKDC	GSTZ1	3	24	7.473598146643569e-07	8.12
PRKDC	UGT2A3	3	69	4.948996336918375e-07	8.12
PRKDC	TAS2R31	3	600	2.7663543052077107e-06	8.12
PRKDC	PDGFD	2	30	2.287124329828039e-05	8.12
PRKDC	CELA2B	3	1608	4.2745289097416706e-06	8.12
PRKDC	NCAM1	3	703	4.317180558209744e-06	8.12
PRKDC	IGFBP3	2	44	0.0002528147625661135	8.12
PRKDC	L1CAM	2	2	3.889634821093521e-06	8.12
PRKDC	EIF3H	3	202	7.219685907510985e-07	8.12
PRKDC	ACY1	3	40	8.301558871789544e-07	8.12
PRKDC	SLURP2	3	683	8.595698791264664e-07	8.12
PRKDC	KCNQ1	3	6667	7.650123137167551e-06	8.12
PRKDC	DLX5	2	5	1.8127135351923274e-05	8.12
PRKDC	HDAC4	2	4	1.5509574654301056e-05	8.12
PRKDC	SMG1	3	989	6.694206660119378e-06	8.12
PRKDC	STX17	4	16335	7.240598186435046e-07	8.12
PRKDC	SYT1	3	85	6.93099896270912e-07	8.12
PRKDC	PSTK	4	1486	4.9573248828134355e-08	8.12
PRKDC	ABCB11	3	882	3.3808524390513853e-06	8.12
PRKDC	LARGE2	4	632	2.0278809247288962e-07	8.12
PRKDC	SGMS2	2	1	3.113712791132146e-06	8.12
PRKDC	CASP7	2	5	1.7616474099356435e-05	8.12
PRKDC	PTDSS2	3	115	4.7506577580499767e-07	8.12
PRKDC	MYL12B	2	7	6.835373796107622e-06	8.12
PRKDC	SAP18	3	1191	3.1023642262781997e-06	8.12
PRKDC	HS6ST1	0	0	0	8.12
PRKDC	PEMT	3	115	4.7506577580499767e-07	8.12
PRKDC	ASIC2	3	3831	9.111951076700591e-06	8.12
PRKDC	DEFA1B	2	1	3.361367135241245e-06	8.12
PRKDC	EPHA1	2	2	6.883342520474489e-06	8.12
PRKDC	AWAT2	3	8	6.327328307839784e-08	8.12
PRKDC	PIN1	3	1512	9.250562530299143e-06	8.12
PRKDC	EIF3D	3	202	7.219685907510985e-07	8.12
PRKDC	LSM6	3	166	6.454745060173538e-07	8.12
PRKDC	RNMT	3	989	6.694206660119378e-06	8.12
PRKDC	FLT4	2	29	2.6182444703467296e-05	8.12
PRKDC	H2AJ	3	2433	1.0014938830860991e-05	8.12
PRKDC	BIRC5	2	22	4.769352343971515e-05	8.12
PRKDC	KMT2C	3	32	1.1034845203987997e-06	8.12
PRKDC	AQP2	3	600	5.0216188808407795e-06	8.12
PRKDC	OR10Q1	3	1212	9.157559897045505e-07	8.12
PRKDC	ADRA1B	3	7891	5.535644603073735e-06	8.12
PRKDC	OR6C2	3	1212	9.157559897045505e-07	8.12
PRKDC	FRAT2	2	13	4.297793146627028e-05	8.12
PRKDC	CYP4F3	3	104	6.485015604470007e-07	8.12
PRKDC	LMNB1	2	5	2.6958543697499994e-05	8.12
PRKDC	BUB1B	1	1	0.00819672131147541	8.12
PRKDC	PSME3	3	881	7.706178943657227e-06	8.12
PRKDC	UNC5C	2	2	6.883342520474489e-06	8.12
PRKDC	MRPL20	3	28	7.271490738540369e-08	8.12
PRKDC	PLXNB1	2	2	6.883342520474489e-06	8.12
PRKDC	PSMC4	3	28	1.0639409682017525e-06	8.12
PRKDC	CD9	2	1	4.9188391539596654e-05	8.12
PRKDC	TAF2	2	2	0.00011745360582569885	8.12
PRKDC	HAO2	3	73	8.452090186960054e-07	8.12
PRKDC	H2AC7	3	2433	1.0014938830860991e-05	8.12
PRKDC	RRAS2	2	48	5.907348684605113e-05	8.12
PRKDC	AKT3	2	81	4.829267054773533e-05	8.12
PRKDC	HCK	2	1	1.3915676566278976e-06	8.12
PRKDC	SNAP29	4	16335	7.240598186435046e-07	8.12
PRKDC	AGT	3	8475	5.1342287308462805e-06	8.12
PRKDC	H2AB3	3	2433	1.0014938830860991e-05	8.12
PRKDC	JUND	2	11	1.689679526884826e-05	8.12
PRKDC	CD36	2	4	1.4423513434070247e-05	8.12
PRKDC	TBX3	2	5	1.8127135351923274e-05	8.12
PRKDC	JUNB	2	2	5.029995733391394e-06	8.12
PRKDC	ATP6V0D1	3	1117	1.90991843082238e-06	8.12
PRKDC	ALOX15B	3	2220	4.949495435283459e-06	8.12
PRKDC	LPIN1	2	2	5.200694044116458e-06	8.12
PRKDC	SCD	2	3	1.4567910380828755e-05	8.12
PRKDC	GABRB1	3	3956	2.8341097254654515e-06	8.12
PRKDC	SBDS	3	60	4.248525927830436e-07	8.12
PRKDC	CCR1	2	4	4.418287016676258e-06	8.12
PRKDC	SEMA4G	2	2	6.883342520474489e-06	8.12
PRKDC	UCN2	3	683	8.595698791264664e-07	8.12
PRKDC	SLC34A2	3	170	2.32681970335654e-06	8.12
PRKDC	BNIP3	2	25	0.00016386024570082486	8.12
PRKDC	GH2	2	26	1.7192017895521786e-05	8.12
PRKDC	SF3B2	3	116	5.984462880709621e-07	8.12
PRKDC	LAMP3	3	89	7.67390745164879e-07	8.12
PRKDC	DPYSL5	2	2	6.883342520474489e-06	8.12
PRKDC	AP3M2	3	89	7.67390745164879e-07	8.12
PRKDC	PIGN	4	39	1.9210974625559892e-08	8.12
PRKDC	NAGLU	3	89	7.369387314678598e-07	8.12
PRKDC	KCNJ9	2	3	2.822871143619508e-06	8.12
PRKDC	TYMS	3	46	1.023030232547166e-06	8.12
PRKDC	PRKG1	2	1	1.4023121322436434e-06	8.12
PRKDC	TKTL1	3	57	2.257405521948521e-06	8.12
PRKDC	RNF103-CHMP3	2	3	3.933071644132231e-06	8.12
PRKDC	NPFFR2	3	683	8.595698791264664e-07	8.12
PRKDC	ATG101	2	1	5.068834776261633e-06	8.12
PRKDC	LPO	3	1884	7.947509148570654e-06	8.12
PRKDC	CD2	2	1	2.163378331602631e-05	8.12
PRKDC	PML	2	21	6.773659418256046e-05	8.12
PRKDC	OR8U9	3	1212	9.157559897045505e-07	8.12
PRKDC	RAG1	2	25	0.00016386024570082486	8.12
PRKDC	ITGB3	2	28	2.4596143015250057e-05	8.12
PRKDC	P2RY10	3	683	8.595698791264664e-07	8.12
PRKDC	ITPKC	3	4036	6.701194158203001e-06	8.12
PRKDC	CYP2F1	4	20754	4.842716499427785e-07	8.12
PRKDC	MT-ATP6	3	26	1.5559707400330511e-07	8.12
PRKDC	HLA-DRB4	2	5	1.3831954011436349e-05	8.12
PRKDC	DNAJB2	2	3	1.2398742241998359e-05	8.12
PRKDC	TFF1	3	4157	1.1914266791314406e-05	8.12
PRKDC	CHST6	4	607	2.5388019426360503e-07	8.12
PRKDC	SPATA13	3	4144	8.15352279451132e-06	8.12
PRKDC	MBOAT2	3	115	3.5910483840377754e-07	8.12
PRKDC	DEFB1	3	10	1.814100768325171e-07	8.12
PRKDC	MAP3K13	2	9	1.950193762815711e-05	8.12
PRKDC	COMMD3-BMI1	2	5	1.8127135351923274e-05	8.12
PRKDC	CD86	2	1	1.7584272626562803e-06	8.12
PRKDC	OR10D3	3	1212	9.157559897045505e-07	8.12
PRKDC	AKR1B1	3	245	1.3523270168821557e-06	8.12
PRKDC	CWC15	3	116	5.984462880709621e-07	8.12
PRKDC	MMP9	2	2	4.195512216902592e-06	8.12
PRKDC	PRKAG3	2	35	4.2657776166425526e-05	8.12
PRKDC	RAPGEF1	2	7	7.516789100224634e-06	8.12
PRKDC	CERS5	2	1	3.113712791132146e-06	8.12
PRKDC	OR4S1	3	1212	9.157559897045505e-07	8.12
PRKDC	GALNT7	3	12	1.424631706321847e-06	8.12
PRKDC	GREM1	2	17	0.00016581798419477317	8.12
PRKDC	HSD17B1	3	1146	4.744623084522942e-06	8.12
PRKDC	NLRP12	2	1	3.361367135241245e-06	8.12
PRKDC	NDUFB7	3	2619	4.044616559694588e-06	8.12
PRKDC	NANP	3	32	6.025329829802663e-07	8.12
PRKDC	HADHA	3	153	9.197342415425806e-07	8.12
PRKDC	ICAM3	3	703	4.317180558209744e-06	8.12
PRKDC	OR9G9	3	1212	9.157559897045505e-07	8.12
PRKDC	FABP6	3	261	2.7728696058967753e-06	8.12
PRKDC	H2AC17	3	2433	1.0014938830860991e-05	8.12
PRKDC	DHX36	3	50	7.018458454397713e-07	8.12
PRKDC	PGD	3	108	1.937237554273669e-06	8.12
PRKDC	MRPS21	3	28	7.271490738540369e-08	8.12
PRKDC	IDI2	3	3	3.536920549191597e-07	8.12
PRKDC	ATP4A	3	2270	4.172369953987295e-06	8.12
PRKDC	CSTF1	3	989	6.694206660119378e-06	8.12
PRKDC	MYLK3	2	8	5.354670323062761e-06	8.12
PRKDC	ATP12A	3	26	1.5559707400330511e-07	8.12
PRKDC	PIAS4	2	28	7.632939647322306e-05	8.12
PRKDC	MAP2K2	2	62	3.7176567620375755e-05	8.12
PRKDC	PRF1	2	5	1.501488509734177e-05	8.12
PRKDC	TRIM37	2	19	0.00018079491285784524	8.12
PRKDC	H2AZ2	3	2433	1.0014938830860991e-05	8.12
PRKDC	DECR2	3	73	1.116510679018179e-06	8.12
PRKDC	SEPHS1	4	1472	2.4793898309810944e-07	8.12
PRKDC	ABCA10	3	10	1.814100768325171e-07	8.12
PRKDC	IRF5	3	3014	1.1025105686292366e-05	8.12
PRKDC	ACKR4	2	3	5.117478834618998e-06	8.12
PRKDC	IP6K1	3	1703	6.792524482383489e-06	8.12
PRKDC	CST5	3	1884	7.947509148570654e-06	8.12
PRKDC	PRPS1	3	679	2.6528767379854786e-06	8.12
PRKDC	DUSP2	2	9	1.950193762815711e-05	8.12
PRKDC	TNFRSF9	2	3	5.117478834618998e-06	8.12
PRKDC	HSD17B4	3	79	9.292502246132863e-07	8.12
PRKDC	SPDYE6	2	47	0.0004374524071538693	8.12
PRKDC	PIK3R4	2	4	1.5509574654301056e-05	8.12
PRKDC	CHRM2	2	23	1.4720941435889349e-05	8.12
PRKDC	RIF1	2	5	1.8127135351923274e-05	8.12
PRKDC	PLXNA3	2	2	6.883342520474489e-06	8.12
PRKDC	CACNG7	2	11	1.3156377012369304e-05	8.12
PRKDC	SGPP1	2	1	3.113712791132146e-06	8.12
PRKDC	OR8D4	3	1212	9.157559897045505e-07	8.12
PRKDC	BLNK	2	5	1.2958649544354957e-05	8.12
PRKDC	IRF7	2	1	2.2202388088862837e-06	8.12
PRKDC	CRYAA2	2	3	1.2398742241998359e-05	8.12
PRKDC	HRC	3	3754	6.997178413896355e-06	8.12
PRKDC	CSGALNACT2	0	0	0	8.12
PRKDC	SEC22B	3	993	3.930069896405671e-06	8.12
PRKDC	MTMR3	3	1730	6.258875042095242e-06	8.12
PRKDC	GLA	3	306	1.006775552705119e-06	8.12
PRKDC	XRN1	3	110	5.451468053653941e-07	8.12
PRKDC	ROBO2	2	2	6.883342520474489e-06	8.12
PRKDC	AMACR	3	73	9.830148369616574e-07	8.12
PRKDC	VSIR	3	703	4.317180558209744e-06	8.12
PRKDC	CUL3	2	22	0.000143256194149811	8.12
PRKDC	SNRNP40	3	116	5.984462880709621e-07	8.12
PRKDC	PKM	2	2	3.5176091514119683e-06	8.12
PRKDC	SMS	3	120	1.0165435440400404e-06	8.12
PRKDC	NOTUM	2	13	4.297793146627028e-05	8.12
PRKDC	RND1	2	2	6.883342520474489e-06	8.12
PRKDC	MRPL30	3	28	7.271490738540369e-08	8.12
PRKDC	PEX12	3	73	1.116510679018179e-06	8.12
PRKDC	AGPAT4	3	3562	5.209518691485281e-06	8.12
PRKDC	RAN	3	262	6.658538529831284e-07	8.12
PRKDC	OR6Y1	3	1212	9.157559897045505e-07	8.12
PRKDC	UTS2	3	683	8.595698791264664e-07	8.12
PRKDC	CRB3	2	3	1.4111828620130248e-05	8.12
PRKDC	BCL3	3	3019	1.1075908837707154e-05	8.12
PRKDC	TAF13	2	2	0.00011745360582569885	8.12
PRKDC	PEX2	3	73	1.116510679018179e-06	8.12
PRKDC	GTF2IRD1	2	2	2.428127428127428e-05	8.12
PRKDC	BDKRB1	3	9008	5.428475402298724e-06	8.12
PRKDC	STING1	2	1	2.6505934678774577e-06	8.12
PRKDC	POLR3E	3	761	3.667893142042712e-06	8.12
PRKDC	ASAP1	2	3	4.8760162654383815e-06	8.12
PRKDC	IFNA17	2	26	1.6320211714207292e-05	8.12
PRKDC	SRSF4	3	116	5.984462880709621e-07	8.12
PRKDC	RAPGEF6	2	3	6.657275083507773e-06	8.12
PRKDC	RPS6KA2	2	60	0.0001296923623668877	8.12
PRKDC	CACNG8	2	11	1.3156377012369304e-05	8.12
PRKDC	GNL3L	3	60	4.248525927830436e-07	8.12
PRKDC	LHCGR	2	5	3.4438344178896846e-06	8.12
PRKDC	TUBA3D	2	9	1.5034620288447312e-05	8.12
PRKDC	OR4F6	3	1212	9.157559897045505e-07	8.12
PRKDC	CREB3L1	2	25	1.6079129030160633e-05	8.12
PRKDC	CACNG6	2	11	1.3156377012369304e-05	8.12
PRKDC	MCM7	1	1	0.006622516556291391	8.12
PRKDC	SAE1	2	19	0.00018079491285784524	8.12
PRKDC	PSEN1	2	17	3.866005242657999e-05	8.12
PRKDC	SKAP1	3	6315	1.1792947070758592e-05	8.12
PRKDC	RPL38	3	28	7.271490738540369e-08	8.12
PRKDC	ADIPOR2	2	4	1.778230361939952e-05	8.12
PRKDC	OR51H1	3	1212	9.157559897045505e-07	8.12
PRKDC	PI4KA	3	1730	6.258875042095242e-06	8.12
PRKDC	POLA1	2	8	0.0008434689744387369	8.12
PRKDC	NPBWR2	3	683	8.595698791264664e-07	8.12
PRKDC	RHOQ	2	1	2.6052657631605e-06	8.12
PRKDC	NRCAM	3	703	4.317180558209744e-06	8.12
PRKDC	VHL	2	23	0.00011127843918968047	8.12
PRKDC	DROSHA	3	60	4.248525927830436e-07	8.12
PRKDC	PTGDS	3	104	6.485015604470007e-07	8.12
PRKDC	MAP3K7	2	26	1.8329489378890185e-05	8.12
PRKDC	PIK3R2	2	82	4.703779279301815e-05	8.12
PRKDC	ABO	4	568	1.0228503233580644e-07	8.12
PRKDC	CES1	3	46	9.698858048823781e-07	8.12
PRKDC	PPP5C	2	9	1.950193762815711e-05	8.12
PRKDC	L3HYPDH	3	44	4.638602315525878e-07	8.12
PRKDC	MICB	3	3391	1.2954479479384307e-05	8.12
PRKDC	OR14K1	3	1212	9.157559897045505e-07	8.12
PRKDC	GLRA1	3	683	8.595698791264664e-07	8.12
PRKDC	NME3	3	622	1.6905260408245603e-06	8.12
PRKDC	POLN	2	1	2.8447883477469277e-05	8.12
PRKDC	ORC5	1	1	0.00819672131147541	8.12
PRKDC	OR5A2	3	1212	9.157559897045505e-07	8.12
PRKDC	FOLR2	2	3	6.2833217729429554e-06	8.12
PRKDC	UFD1	2	3	1.2398742241998359e-05	8.12
PRKDC	IFI30	3	878	1.1405136297655012e-05	8.12
PRKDC	CFH	3	153	1.9458038435476154e-06	8.12
PRKDC	GK	3	263	1.5741871049880262e-06	8.12
PRKDC	ATP2B1	2	2	1.6573908028069572e-06	8.12
PRKDC	TPH2	3	2243	4.654577138564421e-06	8.12
PRKDC	DDIT3	2	13	1.6280938959335885e-05	8.12
PRKDC	PDE7A	3	622	2.67779324866611e-06	8.12
PRKDC	EDA2R	2	5	8.53992185128075e-06	8.12
PRKDC	OAS3	2	1	3.361367135241245e-06	8.12
PRKDC	KMT2A	3	32	1.1034845203987997e-06	8.12
PRKDC	LY96	2	2	9.305453267969761e-06	8.12
PRKDC	TJP3	2	3	1.4111828620130248e-05	8.12
PRKDC	PRKCZ	2	22	1.2079979872010469e-05	8.12
PRKDC	CAPZA2	2	3	6.2833217729429554e-06	8.12
PRKDC	ATG13	2	1	5.068834776261633e-06	8.12
PRKDC	MT-TF	4	14	1.532115832729632e-09	8.12
PRKDC	CANT1	3	622	2.2314943738884206e-06	8.12
PRKDC	SH3GLB2	2	3	6.2833217729429554e-06	8.12
PRKDC	GADD45G	1	1	0.0015220700152207	8.12
PRKDC	NME6	3	622	1.6905260408245603e-06	8.12
PRKDC	GLUD1	3	2645	7.336815446873378e-06	8.12
PRKDC	GALK1	3	185	1.9135855113241547e-06	8.12
PRKDC	POLR2F	3	761	3.667893142042712e-06	8.12
PRKDC	CPT1A	2	5	1.3295468398084954e-05	8.12
PRKDC	NCAM2	3	703	4.317180558209744e-06	8.12
PRKDC	CA6	4	13295	9.811208283342087e-07	8.12
PRKDC	OR2W1	3	1212	9.157559897045505e-07	8.12
PRKDC	PAX8	3	1565	7.905523840255666e-06	8.12
PRKDC	POLR3B	3	761	3.667893142042712e-06	8.12
PRKDC	PRKCQ	2	8	1.0174270740215624e-05	8.12
PRKDC	G6PC	2	41	4.747027673821695e-05	8.12
PRKDC	PDIA3	2	3	8.84084229429448e-06	8.12
PRKDC	EIF2S1	2	8	1.2209435580257052e-05	8.12
PRKDC	PIDD1	2	23	8.708001740052055e-05	8.12
PRKDC	OR2A12	3	1212	9.157559897045505e-07	8.12
PRKDC	BOC	2	5	1.244915191367146e-05	8.12
PRKDC	NTRK1	2	30	2.6031727936163186e-05	8.12
PRKDC	AMD1	3	72	5.664798953846705e-07	8.12
PRKDC	PEX13	3	73	1.116510679018179e-06	8.12
PRKDC	DOLPP1	3	39	1.3255572491636333e-06	8.12
PRKDC	RPL10	3	28	7.271490738540369e-08	8.12
PRKDC	CCL15	2	4	4.418287016676258e-06	8.12
PRKDC	PPIL1	3	116	5.984462880709621e-07	8.12
PRKDC	ARPC2	2	3	3.213507601130908e-06	8.12
PRKDC	HRH4	3	683	8.595698791264664e-07	8.12
PRKDC	IFNGR1	2	15	1.0855764006323874e-05	8.12
PRKDC	APOA5	3	261	2.7728696058967753e-06	8.12
PRKDC	MCHR1	3	683	8.595698791264664e-07	8.12
PRKDC	OR2A25	3	1212	9.157559897045505e-07	8.12
PRKDC	CYTH2	2	3	4.155099882107437e-06	8.12
PRKDC	MAGOH	3	1307	2.2887684259355273e-06	8.12
PRKDC	OR6P1	3	1212	9.157559897045505e-07	8.12
PRKDC	MRPS15	3	28	7.271490738540369e-08	8.12
PRKDC	TNFRSF10D	2	3	5.117478834618998e-06	8.12
PRKDC	PPID	2	43	0.00016019128725812764	8.12
PRKDC	HYAL3	4	1556	3.141865285771488e-07	8.12
PRKDC	F2RL1	3	4390	4.221098861188034e-06	8.12
PRKDC	DVL1	2	26	3.444495724107549e-05	8.12
PRKDC	GRIK2	3	3281	3.219234338714558e-06	8.12
PRKDC	BMP3	2	3	5.117478834618998e-06	8.12
PRKDC	MLNR	3	683	8.595698791264664e-07	8.12
PRKDC	MAPK15	2	2	1.6735944337754293e-05	8.12
PRKDC	CLDN10	2	3	6.911071494315986e-06	8.12
PRKDC	PGS1	3	115	4.7506577580499767e-07	8.12
PRKDC	GSTM5	3	60	6.635943204927861e-07	8.12
PRKDC	FAAP24	2	1	2.8447883477469277e-05	8.12
PRKDC	FUT6	4	568	1.0228503233580644e-07	8.12
PRKDC	IL13	2	12	1.2793287067450619e-05	8.12
PRKDC	LIMD1	2	17	6.229969821829088e-05	8.12
PRKDC	ERBB3	2	29	2.6763469828648274e-05	8.12
PRKDC	GPX5	3	1720	4.071690384517664e-06	8.12
PRKDC	STX6	4	16335	7.240598186435046e-07	8.12
PRKDC	SUCLG1	3	141	1.854431800268838e-06	8.12
PRKDC	OXSM	3	21	1.376969220355763e-06	8.12
PRKDC	OR4K15	3	1212	9.157559897045505e-07	8.12
PRKDC	PKMYT1	1	1	0.004291845493562232	8.12
PRKDC	URAD	3	622	2.67779324866611e-06	8.12
PRKDC	RPL19	3	28	7.271490738540369e-08	8.12
PRKDC	ANAPC7	1	1	0.002890173410404624	8.12
PRKDC	ADIPOQ	2	4	1.3846875769204546e-05	8.12
PRKDC	PLA2G7	3	111	8.874798014608353e-07	8.12
PRKDC	H2AC12	3	2433	1.0014938830860991e-05	8.12
PRKDC	CPEB4	2	47	0.0004374524071538693	8.12
PRKDC	ULBP2	3	3391	1.2954479479384307e-05	8.12
PRKDC	SHH	2	5	1.244915191367146e-05	8.12
PRKDC	LAMB1	2	21	2.9982067463731936e-05	8.12
PRKDC	SCTR	3	2171	1.8177977512473874e-06	8.12
PRKDC	DEPDC5	2	2	9.668404363894354e-06	8.12
PRKDC	RPL14	3	28	7.271490738540369e-08	8.12
PRKDC	OR4C13	3	1212	9.157559897045505e-07	8.12
PRKDC	CHST4	4	607	2.5388019426360503e-07	8.12
PRKDC	SQOR	4	3030	7.044952620378593e-07	8.12
PRKDC	ACAP2	2	3	6.2833217729429554e-06	8.12
PRKDC	FLOT1	2	1	2.6052657631605e-06	8.12
PRKDC	TMEM86B	3	111	8.874798014608353e-07	8.12
PRKDC	OR10T2	3	1212	9.157559897045505e-07	8.12
PRKDC	CASR	2	1	3.361367135241245e-06	8.12
PRKDC	POLD4	2	15	0.00042303011340891325	8.12
PRKDC	IMPDH1	3	622	1.7804476387407603e-06	8.12
PRKDC	NMNAT2	3	61	2.195243584844022e-06	8.12
PRKDC	SNRPF	3	116	5.984462880709621e-07	8.12
PRKDC	SFRP4	2	13	4.297793146627028e-05	8.12
PRKDC	FBP2	2	6	1.30952879900353e-05	8.12
PRKDC	LTB4R2	3	3973	3.984042948383e-06	8.12
PRKDC	GNG10	2	25	1.7660525075691985e-05	8.12
PRKDC	CNGA3	2	2	1.5918294577592136e-06	8.12
PRKDC	SMN2	3	202	7.219685907510985e-07	8.12
PRKDC	RNA5S9	3	88	2.2764102017475212e-07	8.12
PRKDC	HERC4	2	19	0.00018079491285784524	8.12
PRKDC	SH2D1A	3	3391	1.2954479479384307e-05	8.12
PRKDC	MRPL28	3	28	7.271490738540369e-08	8.12
PRKDC	WDR43	3	60	4.248525927830436e-07	8.12
PRKDC	CSNK2A1	2	15	2.1030203342760656e-05	8.12
PRKDC	EIF2S3	3	202	7.219685907510985e-07	8.12
PRKDC	HLCS	4	22	7.131630403612206e-07	8.12
PRKDC	PLAUR	3	153	1.9458038435476154e-06	8.12
PRKDC	NECTIN3	2	4	1.044225105518381e-05	8.12
PRKDC	WIPF2	2	3	6.2833217729429554e-06	8.12
PRKDC	PGR	2	47	0.00027188277098009426	8.12
PRKDC	NFKBIE	2	9	1.4963335721120956e-05	8.12
PRKDC	CTSE	3	89	7.67390745164879e-07	8.12
PRKDC	H2AC1	3	2433	1.0014938830860991e-05	8.12
PRKDC	TLR1	3	3014	1.1025105686292366e-05	8.12
PRKDC	PDE7B	3	622	2.67779324866611e-06	8.12
PRKDC	SPDYE2B	2	47	0.0004374524071538693	8.12
PRKDC	PPA1	3	26	1.5559707400330511e-07	8.12
PRKDC	GNG13	2	25	1.1782239839742186e-05	8.12
PRKDC	DLG3	2	19	4.023130574329217e-05	8.12
PRKDC	GJD2	2	1	1.390897963725381e-05	8.12
PRKDC	ATIC	3	622	2.340728364218624e-06	8.12
PRKDC	DCXR	3	1	4.103160681085283e-08	8.12
PRKDC	NOP10	3	60	4.248525927830436e-07	8.12
PRKDC	ATP6V1D	2	2	3.1801153426495784e-06	8.12
PRKDC	TRIM25	2	2	1.0670253080605326e-05	8.12
PRKDC	HTR4	2	2	1.5768592747708823e-06	8.12
PRKDC	ATP1A2	2	10	1.1096411783673227e-05	8.12
PRKDC	CDKN1A	1	1	0.0011148272017837235	8.12
PRKDC	MOGAT3	3	17	2.1797250020724162e-07	8.12
PRKDC	GRIK5	3	3281	3.219234338714558e-06	8.12
PRKDC	ABHD5	3	1887	1.3438347561688901e-05	8.12
PRKDC	DHX8	3	116	5.984462880709621e-07	8.12
PRKDC	FANCD2	2	1	2.8447883477469277e-05	8.12
PRKDC	TPK1	3	4	9.296040265202527e-07	8.12
PRKDC	BAD	2	30	2.0607038038571636e-05	8.12
PRKDC	RAB5B	2	4	3.879090845260927e-06	8.12
PRKDC	MGAT4D	3	39	1.1361919278545422e-06	8.12
PRKDC	H2AC20	3	2433	1.0014938830860991e-05	8.12
PRKDC	OR5L1	3	1212	9.157559897045505e-07	8.12
PRKDC	FH	3	137	1.8163035731140924e-06	8.12
PRKDC	HTR1E	2	2	1.6683851033230895e-06	8.12
PRKDC	MGAT3	3	39	1.3255572491636333e-06	8.12
PRKDC	VARS1	4	14	1.532115832729632e-09	8.12
PRKDC	OR2T4	3	1212	9.157559897045505e-07	8.12
PRKDC	TNNT2	3	4409	1.0295941075999977e-05	8.12
PRKDC	CALM1	2	83	6.054849873373125e-05	8.12
PRKDC	EPHB6	2	2	6.883342520474489e-06	8.12
PRKDC	NUP153	3	202	7.219685907510985e-07	8.12
PRKDC	ACVR1C	2	18	3.4064967014016325e-05	8.12
PRKDC	ADH4	3	423	1.6338060879595967e-06	8.12
PRKDC	DGKB	3	4600	5.5695335377545986e-06	8.12
PRKDC	MPHOSPH10	3	60	4.248525927830436e-07	8.12
PRKDC	NDUFB4	3	2619	4.044616559694588e-06	8.12
PRKDC	CXCL12	2	7	5.046486895663767e-06	8.12
PRKDC	PRKCD	2	4	3.3773723531509587e-06	8.12
PRKDC	GRIA1	2	3	1.991953702215272e-06	8.12
PRKDC	SCN1A	2	1	2.707033957033957e-06	8.12
PRKDC	OR11H7	3	1212	9.157559897045505e-07	8.12
PRKDC	SF3B1	3	116	5.984462880709621e-07	8.12
PRKDC	PTPN11	2	11	6.848345314137078e-06	8.12
PRKDC	SMG5	3	989	6.694206660119378e-06	8.12
PRKDC	SLC6A5	3	85	6.93099896270912e-07	8.12
PRKDC	TAF4	2	2	0.00011745360582569885	8.12
PRKDC	CHST12	0	0	0	8.12
